num_cuenta, id_empresa, num_sucursal, cod_estado, id_sucursal, fecha_otorg, fecha_obs
4215836,2,33,40,172,2020-12-10,2020-12-15
4215854,2,11,40,160,2023-03-27,2023-04-10
4215912,2,18,40,165,2018-06-15,2018-06-22
4215930,2,20,40,167,2020-11-06,2020-11-14
4215933,2,20,40,167,2020-05-30,2020-06-14
4215954,2,8,40,157,2019-10-28,2019-11-06
4215960,2,5,40,156,2021-07-29,2021-08-09
4215961,2,20,40,167,2019-11-14,2019-11-23
4215974,2,20,41,167,2019-05-28,2019-06-11
4215980,2,52,40,182,2021-09-18,2021-09-21
4215994,2,5,40,156,2018-04-02,2018-04-10
4215995,2,39,40,176,2021-04-21,2021-04-28
4215996,2,5,40,156,2018-07-20,2018-07-29
4215997,2,39,40,176,2023-06-07,2023-06-17
4216003,2,26,40,169,2019-04-11,2019-04-22
4216027,2,52,40,182,2021-08-18,2021-09-01
4216050,2,55,40,184,2023-10-17,2023-10-22
4216152,2,34,40,173,2022-05-29,2022-06-10
4216154,2,52,40,182,2021-10-08,2021-10-13
4216156,2,34,40,173,2020-09-26,2020-10-01
4216162,2,49,40,180,2020-05-16,2020-05-30
4216171,2,20,40,167,2021-10-07,2021-10-16
4216204,2,20,40,167,2021-05-27,2021-06-03
4216213,2,39,40,176,2023-12-30,2024-01-06
4216222,2,20,40,167,2019-06-20,2019-06-29
4216230,2,9,41,158,2021-04-03,2021-04-12
4216254,2,62,40,187,2019-07-03,2019-07-07
4216269,2,55,40,184,2019-03-10,2019-03-20
4216311,2,61,40,186,2018-12-20,2019-01-04
4216345,2,16,40,164,2018-12-14,2018-12-17
4216384,2,12,40,161,2022-12-14,2022-12-23
4216420,2,12,40,161,2023-06-11,2023-06-25
4216443,2,2,40,154,2022-02-08,2022-02-20
4216465,2,52,41,182,2024-01-07,2024-01-19
4216469,2,43,40,177,2019-07-02,2019-07-10
4216483,2,12,40,161,2022-10-16,2022-10-28
4216501,2,20,40,167,2020-12-12,2020-12-16
4216555,2,20,40,167,2023-07-16,2023-07-21
4216578,2,34,40,173,2022-06-06,2022-06-18
4216597,2,39,40,176,2021-03-01,2021-03-11
4216656,2,8,40,157,2023-10-18,2023-10-26
4216705,2,28,40,170,2022-03-10,2022-03-14
4216719,2,5,40,156,2023-12-29,2024-01-01
4216768,2,39,40,176,2019-02-27,2019-03-02
4216786,2,61,40,186,2019-03-19,2019-03-26
4216795,2,30,40,171,2021-06-08,2021-06-18
4216827,2,19,40,166,2021-04-11,2021-04-16
4216867,2,62,41,187,2024-04-12,2024-04-27
4216871,2,5,40,156,2019-01-08,2019-01-13
4216894,2,62,40,187,2022-02-18,2022-02-24
4216915,2,37,40,175,2020-11-05,2020-11-09
4216936,2,34,40,173,2022-04-08,2022-04-15
4216942,2,20,40,167,2019-04-22,2019-05-07
4216947,2,18,40,165,2020-05-24,2020-05-27
4216980,2,33,40,172,2018-10-24,2018-10-27
4217011,2,28,40,170,2021-10-30,2021-11-05
4217085,2,5,40,156,2023-11-12,2023-11-24
4217174,2,18,40,165,2022-09-08,2022-09-20
4217191,2,62,41,187,2023-09-29,2023-10-07
4217214,2,5,40,156,2020-06-21,2020-07-06
4217385,2,8,40,157,2022-11-22,2022-12-07
4217497,2,62,40,187,2024-03-18,2024-03-25
4217525,2,47,40,178,2022-01-03,2022-01-11
4217564,2,13,40,162,2018-04-09,2018-04-16
4217570,2,12,40,161,2021-11-29,2021-12-11
4217573,2,34,40,173,2021-10-29,2021-11-10
4217589,2,39,41,176,2020-01-22,2020-02-01
4217612,2,33,40,172,2020-02-20,2020-02-29
4217638,2,33,40,172,2019-03-17,2019-03-22
4217644,2,39,40,176,2023-03-07,2023-03-16
4217649,2,33,40,172,2023-01-20,2023-01-23
4217673,2,12,40,161,2024-01-16,2024-01-28
4217676,2,18,40,165,2023-09-03,2023-09-08
4217692,2,20,40,167,2022-03-11,2022-03-19
4217700,2,20,40,167,2018-01-13,2018-01-19
4217733,2,20,40,167,2022-12-01,2022-12-05
4218070,2,62,40,187,2022-12-25,2022-12-30
4218143,2,48,41,179,2022-05-29,2022-06-10
4218177,2,53,40,183,2020-12-26,2021-01-07
4218291,2,37,40,175,2020-01-29,2020-02-10
4218366,2,13,40,162,2022-04-04,2022-04-18
4218447,2,2,40,154,2023-04-14,2023-04-19
4218566,2,47,40,178,2022-06-05,2022-06-09
4218640,2,48,40,179,2019-06-24,2019-06-27
4218655,2,5,40,156,2024-03-30,2024-04-04
4218694,2,5,40,156,2019-11-06,2019-11-09
4218732,2,34,40,173,2018-12-30,2019-01-03
4218756,2,60,40,185,2022-07-06,2022-07-16
4218778,2,5,40,156,2019-03-19,2019-04-03
4218814,2,55,40,184,2024-01-16,2024-01-31
4218825,2,48,40,179,2022-05-24,2022-06-08
4218857,2,62,40,187,2020-04-10,2020-04-15
4218865,2,60,40,185,2020-11-03,2020-11-07
4218873,2,30,40,171,2020-03-23,2020-03-30
4218888,2,20,21,167,2018-05-06,2018-05-13
4218893,2,48,40,179,2020-01-02,2020-01-15
4218895,2,49,40,180,2023-12-18,2023-12-29
4218897,2,49,40,180,2023-10-17,2023-10-20
4218909,2,51,40,181,2019-03-05,2019-03-17
4218926,2,62,40,187,2020-09-02,2020-09-07
4218937,2,12,40,161,2018-07-22,2018-08-06
4218949,2,20,40,167,2020-10-13,2020-10-22
4218975,2,48,40,179,2021-03-01,2021-03-11
4218984,2,62,40,187,2019-11-17,2019-11-21
4218986,2,3,40,155,2019-03-01,2019-03-05
4218995,2,13,40,162,2023-01-13,2023-01-26
4219011,2,55,40,184,2022-05-03,2022-05-15
4219034,2,12,40,161,2021-11-18,2021-11-25
4219046,2,16,40,164,2020-04-20,2020-04-25
4219047,2,43,40,177,2019-12-23,2019-12-28
4219052,2,5,40,156,2023-02-17,2023-02-26
4219062,2,60,40,185,2019-06-25,2019-06-29
4219083,2,60,40,185,2019-08-08,2019-08-12
4219097,2,43,40,177,2022-01-02,2022-01-12
4219111,2,47,40,178,2023-07-03,2023-07-07
4219116,2,48,40,179,2022-01-19,2022-01-25
4219143,2,60,40,185,2023-09-21,2023-10-02
4219153,2,8,40,157,2019-07-06,2019-07-12
4219156,2,18,40,165,2022-10-05,2022-10-08
4219211,2,5,40,156,2022-01-27,2022-02-07
4219212,2,60,40,185,2021-01-31,2021-02-03
4219237,2,28,40,170,2018-04-12,2018-04-15
4219258,2,37,40,175,2021-06-19,2021-07-03
4219270,2,3,40,155,2023-11-18,2023-11-26
4219274,2,37,40,175,2023-06-25,2023-07-02
4219277,2,28,40,170,2022-12-02,2022-12-16
4219290,2,34,40,173,2018-03-12,2018-03-26
4219362,2,48,40,179,2019-09-06,2019-09-14
4219367,2,53,40,183,2021-06-15,2021-06-21
4219394,2,60,40,185,2022-02-21,2022-03-02
4219399,2,3,40,155,2018-02-20,2018-03-03
4219442,2,33,40,172,2020-11-07,2020-11-14
4219453,2,39,40,176,2019-05-15,2019-05-25
4219468,2,62,40,187,2020-12-12,2020-12-23
4219480,2,3,41,155,2018-03-21,2018-03-29
4219511,2,60,40,185,2020-08-16,2020-08-30
4219533,2,5,40,156,2019-11-02,2019-11-12
4219537,2,26,41,169,2023-05-29,2023-06-13
4219554,2,34,40,173,2021-06-15,2021-06-22
4219583,2,33,40,172,2019-08-30,2019-09-09
4219637,2,33,40,172,2020-10-04,2020-10-16
4219643,2,5,40,156,2019-07-06,2019-07-14
4219646,2,28,40,170,2023-10-27,2023-11-10
4219665,2,5,40,156,2023-12-20,2023-12-25
4219691,2,3,40,155,2022-12-19,2022-12-24
4219699,2,35,21,174,2022-07-19,2022-08-02
4219714,2,51,40,181,2018-09-13,2018-09-25
4219715,2,16,40,164,2022-07-29,2022-08-05
4219733,2,26,21,169,2019-02-28,2019-03-15
4219740,2,35,40,174,2019-03-11,2019-03-25
4219755,2,19,40,166,2022-12-29,2023-01-11
4219771,2,48,40,179,2018-10-24,2018-11-03
4219774,2,35,21,174,2020-09-23,2020-10-05
4219877,2,5,40,156,2022-05-10,2022-05-13
4219899,2,62,40,187,2021-07-16,2021-07-23
4219903,2,13,40,162,2021-05-30,2021-06-11
4219908,2,20,40,167,2019-02-05,2019-02-17
4219909,2,13,40,162,2020-04-07,2020-04-13
4219911,2,15,40,163,2018-11-23,2018-11-26
4219924,2,60,40,185,2024-03-31,2024-04-14
4219925,2,18,40,165,2019-06-29,2019-07-06
4219950,2,48,40,179,2019-05-18,2019-05-26
4219959,2,39,40,176,2021-10-16,2021-10-19
4219970,2,43,40,177,2021-09-12,2021-09-20
4219975,2,33,40,172,2023-04-08,2023-04-16
4219978,2,13,40,162,2024-01-13,2024-01-17
4219979,2,39,40,176,2024-01-25,2024-01-30
4219988,2,61,40,186,2022-10-12,2022-10-22
4219992,2,60,40,185,2022-05-15,2022-05-22
4220140,2,60,40,185,2022-10-24,2022-10-28
4220157,2,49,40,180,2020-12-17,2021-01-01
4220158,2,43,40,177,2018-04-05,2018-04-10
4220208,2,13,40,162,2023-02-09,2023-02-18
4220211,2,5,40,156,2021-06-30,2021-07-03
4220213,2,60,40,185,2023-02-04,2023-02-16
4220231,2,5,40,156,2020-12-03,2020-12-07
4220245,2,22,40,168,2018-07-31,2018-08-11
4220250,2,9,40,158,2020-10-17,2020-10-28
4220262,2,52,40,182,2019-07-23,2019-08-04
4220266,2,62,40,187,2018-05-29,2018-06-03
4220300,2,33,40,172,2022-07-20,2022-08-01
4220339,2,13,40,162,2019-05-10,2019-05-19
4220343,2,5,40,156,2021-01-10,2021-01-23
4220353,2,5,40,156,2022-08-06,2022-08-14
4220358,2,60,40,185,2021-09-09,2021-09-18
4220361,2,49,21,180,2024-02-16,2024-02-26
4220383,2,9,40,158,2021-05-04,2021-05-19
4220399,2,15,41,163,2021-04-02,2021-04-16
4220426,2,15,40,163,2018-05-01,2018-05-07
4220441,2,33,40,172,2019-10-01,2019-10-06
4220463,2,60,40,185,2020-07-08,2020-07-14
4220467,2,60,40,185,2018-12-25,2019-01-08
4220518,2,2,40,154,2020-11-09,2020-11-15
4220543,2,26,40,169,2020-12-09,2020-12-17
4220547,2,52,40,182,2021-10-22,2021-11-04
4220550,2,15,40,163,2019-04-26,2019-05-03
4220591,2,28,40,170,2019-05-02,2019-05-10
4220600,2,19,40,166,2020-03-09,2020-03-16
4220618,2,15,40,163,2024-04-22,2024-05-03
4220639,2,48,40,179,2023-07-21,2023-07-29
4220647,2,3,40,155,2023-11-08,2023-11-14
4220663,2,35,40,174,2020-08-04,2020-08-12
4220667,2,39,40,176,2023-02-21,2023-02-24
4220669,2,28,21,170,2020-07-21,2020-08-03
4220696,2,2,40,154,2021-10-28,2021-11-02
4220775,2,2,40,154,2018-12-17,2018-12-26
4220788,2,12,40,161,2021-03-29,2021-04-08
4220790,2,35,40,174,2019-03-06,2019-03-09
4220813,2,60,40,185,2020-01-28,2020-02-10
4220817,2,19,40,166,2022-12-19,2022-12-30
4220827,2,48,40,179,2019-01-15,2019-01-18
4220839,2,48,40,179,2022-07-22,2022-08-03
4220853,2,5,40,156,2021-10-09,2021-10-16
4220857,2,9,21,158,2018-08-27,2018-09-02
4220860,2,60,40,185,2021-09-19,2021-09-28
4220869,2,34,40,173,2021-02-22,2021-02-26
4220900,2,48,40,179,2021-03-12,2021-03-25
4220912,2,60,40,185,2018-05-19,2018-05-29
4220919,2,60,40,185,2019-02-22,2019-02-26
4220923,2,48,40,179,2019-03-29,2019-04-07
4220939,2,60,40,185,2021-02-05,2021-02-13
4220940,2,62,21,187,2021-01-18,2021-01-25
4220974,2,19,40,166,2024-01-13,2024-01-20
4220982,2,3,40,155,2023-10-15,2023-10-19
4221034,2,37,40,175,2021-12-08,2021-12-22
4221035,2,19,40,166,2022-04-21,2022-05-04
4221065,2,19,40,166,2021-01-18,2021-01-24
4221073,2,39,40,176,2019-08-05,2019-08-15
4221088,2,13,40,162,2019-06-01,2019-06-16
4221092,2,49,40,180,2019-12-23,2020-01-05
4221099,2,30,41,171,2019-07-25,2019-08-07
4221109,2,37,40,175,2022-08-05,2022-08-14
4221129,2,26,40,169,2020-11-06,2020-11-14
4221131,2,62,40,187,2023-05-14,2023-05-28
4221152,2,20,40,167,2022-01-23,2022-02-04
4221162,2,52,40,182,2021-04-06,2021-04-21
4221174,2,19,40,166,2020-08-12,2020-08-27
4221191,2,62,40,187,2021-07-20,2021-08-04
4221246,2,26,40,169,2022-08-05,2022-08-13
4221262,2,12,40,161,2018-01-19,2018-01-26
4221268,2,49,40,180,2020-04-20,2020-05-01
4221291,2,48,40,179,2021-01-21,2021-01-27
4221335,2,47,40,178,2019-12-16,2019-12-29
4221350,2,28,40,170,2021-03-28,2021-04-10
4221378,2,62,40,187,2019-03-15,2019-03-28
4221382,2,39,41,176,2018-09-15,2018-09-23
4221421,2,37,40,175,2019-02-05,2019-02-20
4221442,2,28,40,170,2018-10-12,2018-10-26
4221449,2,2,40,154,2023-11-04,2023-11-12
4221454,2,39,40,176,2020-12-07,2020-12-18
4221464,2,33,40,172,2020-12-15,2020-12-23
4221484,2,12,40,161,2020-10-17,2020-10-26
4221497,2,10,40,159,2020-04-22,2020-04-28
4221520,2,26,40,169,2018-10-09,2018-10-21
4221578,2,39,40,176,2018-05-21,2018-06-03
4221588,2,34,40,173,2023-04-08,2023-04-14
4221599,2,43,40,177,2023-04-28,2023-05-06
4221606,2,34,40,173,2021-06-14,2021-06-22
4221607,2,9,60,158,2019-06-16,2019-06-22
4221627,2,62,40,187,2020-07-14,2020-07-23
4221629,2,43,40,177,2024-03-05,2024-03-19
4221672,2,43,40,177,2023-08-17,2023-08-24
4221726,2,43,41,177,2023-11-25,2023-12-01
4221735,2,2,40,154,2022-12-02,2022-12-07
4221755,2,48,40,179,2022-03-17,2022-03-29
4221758,2,35,40,174,2023-02-23,2023-03-06
4221782,2,61,40,186,2020-01-11,2020-01-19
4221810,2,16,40,164,2021-01-14,2021-01-21
4221832,2,12,40,161,2024-02-29,2024-03-06
4221900,2,48,40,179,2020-09-21,2020-09-28
4221907,2,48,40,179,2020-07-26,2020-07-29
4221929,2,3,40,155,2022-02-21,2022-02-25
4221953,2,5,40,156,2018-09-10,2018-09-14
4221968,2,43,40,177,2024-03-24,2024-03-27
4222013,2,61,40,186,2018-07-16,2018-07-21
4222029,2,9,40,158,2022-09-29,2022-10-08
4222034,2,33,40,172,2018-07-31,2018-08-09
4222037,2,48,40,179,2021-03-11,2021-03-19
4222059,2,48,40,179,2021-09-24,2021-09-30
4222071,2,30,40,171,2018-05-16,2018-05-28
4222075,2,12,40,161,2023-12-20,2024-01-02
4222076,2,13,40,162,2021-01-29,2021-02-11
4222129,2,2,20,154,2023-02-05,2023-02-18
4222158,2,49,40,180,2020-04-25,2020-04-28
4222207,2,34,40,173,2020-01-04,2020-01-14
4222243,2,13,40,162,2020-10-30,2020-11-06
4222249,2,3,40,155,2018-04-29,2018-05-05
4222298,2,13,40,162,2022-10-08,2022-10-17
4222341,2,61,20,186,2020-01-27,2020-02-03
4222349,2,35,40,174,2022-04-26,2022-04-30
4222369,2,2,40,154,2019-11-26,2019-12-06
4222372,2,12,41,161,2023-08-15,2023-08-25
4222380,2,2,41,154,2019-02-19,2019-02-22
4222389,2,13,40,162,2020-11-08,2020-11-22
4222527,2,43,40,177,2022-03-21,2022-03-25
4222553,2,48,40,179,2024-03-17,2024-03-27
4222599,2,53,40,183,2018-11-10,2018-11-17
4222605,2,62,40,187,2021-06-03,2021-06-12
4222617,2,12,40,161,2023-07-21,2023-07-25
4222684,2,37,21,175,2022-05-08,2022-05-14
4222791,2,30,40,171,2023-05-11,2023-05-26
4222818,2,47,41,178,2021-02-26,2021-03-04
4222836,2,60,40,185,2020-09-03,2020-09-15
4222867,2,34,40,173,2024-04-03,2024-04-14
4222875,2,11,40,160,2021-08-17,2021-08-26
4222892,2,16,40,164,2023-08-02,2023-08-06
4222897,2,43,40,177,2021-02-14,2021-02-20
4222899,2,43,40,177,2022-07-30,2022-08-10
4222902,2,43,40,177,2018-09-24,2018-09-30
4222909,2,16,40,164,2018-01-07,2018-01-15
4222918,2,28,40,170,2018-08-05,2018-08-09
4222940,2,16,40,164,2022-08-19,2022-08-26
4222951,2,13,40,162,2020-06-25,2020-07-08
4223004,2,35,40,174,2018-09-21,2018-09-24
4223025,2,43,41,177,2023-02-09,2023-02-16
4223032,2,48,40,179,2019-07-19,2019-07-22
4223054,2,34,40,173,2020-08-17,2020-08-29
4223077,2,37,40,175,2019-07-20,2019-08-04
4223081,2,5,40,156,2018-07-15,2018-07-18
4223107,2,48,40,179,2018-05-04,2018-05-17
4223120,2,47,40,178,2019-08-20,2019-09-03
4223137,2,48,40,179,2023-03-11,2023-03-23
4223145,2,37,40,175,2019-07-29,2019-08-11
4223153,2,19,40,166,2018-11-23,2018-11-26
4223160,2,19,40,166,2024-01-29,2024-02-10
4223196,2,22,40,168,2019-10-27,2019-11-06
4223209,2,55,40,184,2023-06-27,2023-07-01
4223218,2,55,40,184,2021-01-26,2021-01-30
4223219,2,35,41,174,2020-07-20,2020-08-04
4223224,2,53,40,183,2019-04-06,2019-04-19
4223241,2,55,40,184,2018-11-02,2018-11-12
4223244,2,16,40,164,2019-07-11,2019-07-23
4223245,2,37,40,175,2022-05-17,2022-05-31
4223249,2,20,40,167,2019-10-24,2019-11-06
4223250,2,43,40,177,2020-07-09,2020-07-18
4223260,2,11,40,160,2018-02-24,2018-03-09
4223308,2,5,40,156,2019-06-06,2019-06-14
4223316,2,5,41,156,2020-01-14,2020-01-26
4223317,2,55,40,184,2023-02-06,2023-02-15
4223324,2,20,40,167,2024-02-05,2024-02-12
4223340,2,22,40,168,2022-11-24,2022-12-03
4223344,2,12,40,161,2020-04-16,2020-04-22
4223379,2,39,40,176,2023-03-12,2023-03-18
4223408,2,62,40,187,2018-09-18,2018-09-29
4223423,2,62,40,187,2023-03-14,2023-03-28
4223439,2,43,40,177,2023-01-21,2023-02-03
4223514,2,35,40,174,2022-11-21,2022-12-04
4223546,2,5,40,156,2020-02-15,2020-02-26
4223547,2,39,40,176,2019-06-04,2019-06-08
4223585,2,39,40,176,2021-07-25,2021-07-29
4223600,2,13,40,162,2019-07-21,2019-07-24
4223606,2,53,40,183,2024-02-10,2024-02-13
4223618,2,5,40,156,2020-09-13,2020-09-22
4223645,2,2,40,154,2018-05-28,2018-06-06
4223674,2,61,40,186,2022-09-10,2022-09-25
4223678,2,13,40,162,2019-02-12,2019-02-19
4223712,2,13,40,162,2020-08-13,2020-08-28
4223745,2,11,40,160,2020-09-06,2020-09-21
4223747,2,13,40,162,2021-05-05,2021-05-14
4223775,2,53,21,183,2020-12-03,2020-12-13
4223857,2,52,40,182,2024-04-20,2024-04-28
4223861,2,20,40,167,2018-09-18,2018-10-01
4223871,2,39,40,176,2018-04-19,2018-04-24
4223897,2,35,40,174,2021-07-30,2021-08-06
4224038,2,49,40,180,2019-03-08,2019-03-21
4224042,2,26,40,169,2022-01-18,2022-01-24
4224082,2,34,40,173,2019-08-11,2019-08-20
4224101,2,15,40,163,2018-09-11,2018-09-22
4224111,2,28,41,170,2021-09-15,2021-09-28
4224121,2,5,40,156,2019-11-18,2019-12-01
4224123,2,28,40,170,2021-02-23,2021-03-04
4224137,2,34,40,173,2021-04-11,2021-04-23
4224149,2,61,40,186,2018-09-14,2018-09-26
4224186,2,53,40,183,2024-04-16,2024-04-23
4224195,2,61,40,186,2019-09-04,2019-09-09
4224196,2,13,40,162,2018-12-27,2019-01-08
4224201,2,53,40,183,2020-09-04,2020-09-14
4224208,2,48,40,179,2024-03-30,2024-04-10
4224244,2,13,40,162,2019-05-18,2019-05-26
4224246,2,22,40,168,2019-06-17,2019-07-02
4224254,2,2,40,154,2023-01-31,2023-02-11
4224261,2,11,40,160,2022-12-09,2022-12-21
4224263,2,2,40,154,2023-03-13,2023-03-25
4224277,2,3,40,155,2018-12-16,2018-12-25
4224295,2,18,40,165,2021-12-16,2021-12-24
4224310,2,13,40,162,2020-09-26,2020-10-08
4224381,2,20,40,167,2023-08-20,2023-08-25
4224424,2,18,21,165,2018-05-10,2018-05-18
4224428,2,9,40,158,2020-04-13,2020-04-19
4224471,2,28,40,170,2024-02-18,2024-02-27
4224482,2,12,40,161,2020-09-01,2020-09-12
4224488,2,5,40,156,2023-06-08,2023-06-22
4224500,2,33,40,172,2023-08-22,2023-09-04
4224509,2,62,21,187,2019-03-02,2019-03-14
4224545,2,12,40,161,2021-03-17,2021-03-24
4224552,2,61,40,186,2020-01-26,2020-02-05
4224567,2,43,40,177,2019-08-07,2019-08-19
4224585,2,35,40,174,2019-10-02,2019-10-09
4224586,2,53,40,183,2022-08-14,2022-08-21
4224601,2,34,40,173,2023-09-01,2023-09-12
4224611,2,47,40,178,2023-02-11,2023-02-17
4224617,2,39,40,176,2018-06-24,2018-07-08
4224646,2,53,40,183,2018-05-29,2018-06-08
4224682,2,20,40,167,2023-01-22,2023-01-30
4224689,2,19,40,166,2019-08-16,2019-08-22
4224716,2,47,40,178,2020-06-04,2020-06-10
4224742,2,22,40,168,2024-02-18,2024-03-04
4224749,2,12,40,161,2022-10-06,2022-10-21
4224756,2,5,40,156,2020-01-08,2020-01-13
4224768,2,39,40,176,2024-02-11,2024-02-23
4224790,2,13,40,162,2020-08-04,2020-08-17
4224816,2,19,40,166,2023-06-24,2023-07-07
4224819,2,48,40,179,2023-11-05,2023-11-18
4224853,2,61,21,186,2023-03-02,2023-03-14
4224858,2,18,40,165,2018-07-10,2018-07-24
4224871,2,55,21,184,2023-07-21,2023-07-31
4224888,2,35,40,174,2019-03-21,2019-03-25
4224956,2,30,21,171,2024-01-03,2024-01-08
4224971,2,39,40,176,2019-10-15,2019-10-29
4224983,2,49,21,180,2018-11-06,2018-11-21
4224997,2,39,40,176,2019-04-30,2019-05-10
4225029,2,35,40,174,2020-04-27,2020-05-08
4225087,2,49,40,180,2021-09-04,2021-09-12
4225112,2,49,40,180,2018-02-22,2018-02-28
4225139,2,61,40,186,2022-05-01,2022-05-06
4225145,2,43,40,177,2020-09-12,2020-09-16
4225154,2,43,40,177,2022-05-16,2022-05-28
4225160,2,43,40,177,2022-11-07,2022-11-16
4225163,2,43,40,177,2022-07-23,2022-08-04
4225166,2,43,40,177,2018-03-22,2018-04-05
4225168,2,43,40,177,2020-12-07,2020-12-22
4225179,2,13,40,162,2018-02-08,2018-02-11
4225209,2,5,40,156,2023-01-28,2023-02-04
4225213,2,43,21,177,2021-08-27,2021-08-30
4225221,2,43,21,177,2020-05-21,2020-05-30
4225223,2,43,40,177,2023-07-25,2023-08-06
4225231,2,15,40,163,2021-07-09,2021-07-24
4225251,2,43,40,177,2020-06-01,2020-06-06
4225273,2,5,40,156,2020-09-21,2020-09-27
4225316,2,5,40,156,2024-03-17,2024-03-30
4225323,2,39,40,176,2020-07-26,2020-07-30
4225355,2,43,40,177,2020-04-26,2020-05-05
4225362,2,61,40,186,2022-07-10,2022-07-17
4225373,2,20,40,167,2022-11-11,2022-11-24
4225383,2,3,40,155,2020-04-18,2020-04-21
4225397,2,9,40,158,2023-03-13,2023-03-22
4225410,2,19,40,166,2019-01-18,2019-01-29
4225432,2,52,40,182,2020-07-17,2020-07-26
4225437,2,26,40,169,2018-04-15,2018-04-19
4225495,2,2,40,154,2019-07-10,2019-07-20
4225497,2,12,40,161,2020-03-10,2020-03-22
4225498,2,34,40,173,2022-01-29,2022-02-06
4225520,2,5,40,156,2021-01-24,2021-01-31
4225566,2,8,40,157,2021-11-05,2021-11-17
4225616,2,2,40,154,2022-01-05,2022-01-19
4225658,2,48,40,179,2023-09-16,2023-09-30
4225668,2,61,40,186,2021-07-03,2021-07-16
4225684,2,13,40,162,2020-09-28,2020-10-12
4225712,2,5,40,156,2023-07-08,2023-07-19
4225716,2,5,40,156,2019-03-02,2019-03-17
4225742,2,2,40,154,2020-07-29,2020-08-11
4225744,2,12,40,161,2022-05-20,2022-05-29
4225746,2,5,40,156,2022-06-21,2022-06-25
4225811,2,22,40,168,2020-08-12,2020-08-25
4225919,2,53,40,183,2022-06-11,2022-06-23
4225928,2,39,40,176,2020-09-28,2020-10-11
4226007,2,62,40,187,2022-09-10,2022-09-18
4226043,2,12,40,161,2023-10-15,2023-10-22
4226054,2,33,40,172,2023-08-27,2023-08-30
4226066,2,19,40,166,2019-07-28,2019-08-08
4226095,2,61,40,186,2024-03-06,2024-03-15
4226110,2,26,40,169,2018-07-25,2018-07-31
4226115,2,26,40,169,2020-08-06,2020-08-12
4226141,2,5,40,156,2021-02-18,2021-02-27
4226164,2,47,40,178,2019-01-14,2019-01-17
4226194,2,12,40,161,2019-05-13,2019-05-18
4226195,2,39,40,176,2020-08-02,2020-08-06
4226243,2,2,40,154,2022-12-30,2023-01-10
4226256,2,34,40,173,2021-05-27,2021-06-06
4226273,2,19,40,166,2019-05-13,2019-05-20
4226289,2,34,40,173,2018-10-04,2018-10-14
4226312,2,2,40,154,2023-07-09,2023-07-12
4226327,2,52,40,182,2022-01-19,2022-01-29
4226332,2,52,40,182,2020-05-05,2020-05-16
4226345,2,52,40,182,2020-01-11,2020-01-20
4226352,2,47,40,178,2021-03-03,2021-03-13
4226380,2,35,40,174,2020-01-21,2020-01-25
4226401,2,5,40,156,2021-02-18,2021-03-03
4226441,2,61,40,186,2020-04-20,2020-05-02
4226484,2,34,40,173,2022-04-18,2022-04-27
4226497,2,22,40,168,2023-05-13,2023-05-19
4226551,2,39,40,176,2020-09-09,2020-09-24
4226572,2,52,40,182,2024-01-06,2024-01-20
4226645,2,61,40,186,2023-03-12,2023-03-15
4226660,2,12,40,161,2024-02-22,2024-03-02
4226662,2,10,40,159,2020-08-16,2020-08-22
4226665,2,51,40,181,2024-04-05,2024-04-19
4226674,2,35,41,174,2023-06-14,2023-06-28
4226700,2,37,40,175,2023-11-08,2023-11-13
4226717,2,9,21,158,2022-03-21,2022-03-26
4226735,2,2,40,154,2021-01-10,2021-01-16
4226738,2,62,40,187,2018-12-04,2018-12-19
4226739,2,62,40,187,2019-04-05,2019-04-16
4226740,2,47,40,178,2020-11-23,2020-11-29
4226778,2,19,40,166,2023-11-22,2023-12-07
4226803,2,39,40,176,2018-07-20,2018-07-23
4226827,2,39,40,176,2019-01-15,2019-01-19
4226840,2,15,40,163,2021-08-19,2021-08-30
4226848,2,47,40,178,2024-04-02,2024-04-16
4226851,2,3,40,155,2019-04-03,2019-04-09
4226876,2,47,40,178,2019-03-22,2019-03-30
4226912,2,9,40,158,2018-10-31,2018-11-10
4226976,2,19,40,166,2018-12-07,2018-12-14
4227015,2,53,20,183,2024-04-01,2024-04-04
4227016,2,2,40,154,2020-05-22,2020-05-26
4227054,2,34,40,173,2023-08-19,2023-08-23
4227070,2,34,40,173,2020-01-05,2020-01-16
4227192,2,12,40,161,2019-10-04,2019-10-12
4227279,2,34,40,173,2020-09-20,2020-10-02
4227347,2,34,40,173,2023-04-08,2023-04-22
4227377,2,15,40,163,2023-11-09,2023-11-14
4227379,2,3,40,155,2021-02-17,2021-02-27
4227402,2,34,40,173,2020-10-15,2020-10-28
4227433,2,20,40,167,2019-10-13,2019-10-24
4227434,2,22,40,168,2021-05-06,2021-05-21
4227436,2,62,21,187,2018-04-16,2018-04-28
4227467,2,34,40,173,2020-06-22,2020-06-27
4227502,2,35,40,174,2024-01-22,2024-02-05
4227522,2,30,40,171,2022-09-02,2022-09-14
4227529,2,5,40,156,2023-04-04,2023-04-19
4227553,2,22,40,168,2023-04-09,2023-04-13
4227555,2,35,41,174,2018-03-16,2018-03-24
4227558,2,34,40,173,2021-03-25,2021-04-08
4227566,2,35,21,174,2021-02-07,2021-02-17
4227583,2,12,40,161,2018-02-17,2018-03-01
4227593,2,43,40,177,2023-04-09,2023-04-18
